Categoria	Moneda	RatingVendedor	Duracion	DiaSemana	PrecioInicial	PrecioCierre	Competitiva?	subasta	c2d_RatingVendedor_1	c2d_Duracion_1	c2d_PrecioInicial_1	c2d_PrecioCierre_1	c2d_Competitiva?_1	pred_SpvInstance_1	pred_SpvInstance_2
Collectibles	EUR	4680	7	Tue	3.67593	15.97	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	5701	10	Tue	3.67593	15.97	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	1155	7	Fri	6.45	6.45	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	439	3	Fri	6.47	6.47	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Antique/Art/Craft	US	4390	7	Mon	6.49	6.49	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	6.5	6.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
SportingGoods	US	1266	7	Tue	6.79	6.79	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	158	3	Thu	8.49	8.49	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Automotive	US	351	3	Fri	6.95	6.95	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Automotive	US	351	3	Fri	6.95	6.95	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	EUR	1139	5	Sun	8.55	8.55	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	50	3	Sat	6.99	6.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Toys/Hobbies	US	1375	5	Sat	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	US	1840	5	Sun	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Automotive	US	1922	5	Mon	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	2179	5	Sun	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2179	5	Sun	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2179	5	Sun	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2179	5	Sun	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	6655	5	Mon	6.99	6.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	1155	7	Fri	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	2993	7	Tue	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	3227	7	Sun	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	3613	7	Sun	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	US	3613	7	Sun	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	3613	7	Sun	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Fri	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Fri	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Fri	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Fri	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	9003	7	Mon	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	25433	7	Sat	6.99	6.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	3277	3	Sun	7	7	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	22501	5	Mon	7	7	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	EUR	205	7	Sun	8.61	8.61	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	EUR	2168	7	Thu	8.61	8.61	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	2944	7	Tue	7	7	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	NO
Music/Movie/Game	EUR	613	10	Tue	8.61	8.61	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Clothing/Accessories	EUR	2016	7	Sat	9.16	9.16	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1130	10	Fri	4.92	17.22	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	2046	5	Fri	7.5	7.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Pottery/Glass	US	2944	7	Tue	7.5	7.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Automotive	US	351	3	Fri	7.95	7.95	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	1365	10	Sun	9.78	9.78	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	50	3	Sat	7.99	7.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Music/Movie/Game	US	50	3	Sat	7.99	7.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	NO
Health/Beauty	US	1405	3	Sat	7.99	7.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	1215	5	Mon	7.99	7.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	1215	5	Mon	7.99	7.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	1215	5	Mon	7.99	7.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Electronics	US	2132	5	Tue	7.99	7.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	1155	7	Fri	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sat	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sat	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	1375	7	Sun	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	NO
Automotive	GBP	1390	7	Thu	14.26	14.26	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Automotive	GBP	1390	7	Thu	14.26	14.26	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Home/Garden	US	3613	7	Sun	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	US	3613	7	Sun	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	3613	7	Sun	7.99	7.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	EUR	205	7	Fri	9.84	9.84	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
SportingGoods	US	216	7	Sat	8	8	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	EUR	618	7	Mon	9.84	9.84	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	EUR	618	7	Mon	9.84	9.84	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	5701	10	Thu	2.45937	39.35	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	EUR	200	7	Sun	5.53345	17.83	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Antique/Art/Craft	US	4390	7	Mon	8.2	8.2	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Automotive	US	10067	3	Fri	8.5	8.5	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Automotive	US	10067	3	Sat	8.5	8.5	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	25433	3	Sat	8.5	8.5	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	2016	5	Fri	6.0247	18.32	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	279	10	Tue	6.0247	18.32	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Tue	6.08569	18.38	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Tue	6.08569	18.38	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Tue	6.08569	18.38	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1166	7	Tue	6.13514	18.43	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1166	7	Wed	6.13514	18.43	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1166	7	Tue	6.13514	18.43	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	EUR	678	5	Mon	6.15	18.45	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Antique/Art/Craft	EUR	618	7	Mon	6.15	18.45	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	EUR	18	10	Sun	6.15	18.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	EUR	907	10	Wed	6.15	18.45	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Automotive	US	6904	1	Fri	8.87	8.87	0	NO	_NA_	_1_1.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	1365	10	Wed	11.01	11.01	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	133	5	Sun	8.99	8.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	133	5	Sun	8.99	8.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Health/Beauty	US	1155	7	Fri	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Sun	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Health/Beauty	US	1155	7	Mon	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	3385	7	Sat	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	US	3613	7	Sun	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	US	3613	7	Sun	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	US	25433	7	Tue	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	37727	7	Sun	8.99	8.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	1349	7	Thu	11.07	11.07	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	EUR	2168	7	Thu	11.07	11.07	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	EUR	5701	10	Mon	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	NO
SportingGoods	EUR	5701	10	Thu	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	5701	10	Fri	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	5701	10	Fri	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	5701	10	Fri	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	5701	10	Tue	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	EUR	5701	10	Sat	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	EUR	5701	10	Fri	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	EUR	5701	10	Mon	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	EUR	5701	10	Mon	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	EUR	5701	10	Wed	11.07	11.07	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	3385	7	Sat	9.42	9.42	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	22501	5	Mon	9.5	9.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	US	22501	5	Mon	9.5	9.5	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	686	7	Sat	9.5	9.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	9.5	9.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	9.5	9.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	686	7	Sat	9.5	9.5	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	EUR	2168	7	Thu	4.8571	29.45	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Jewelry	EUR	2168	7	Wed	4.8571	29.45	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	1130	7	Tue	7.38	19.68	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Toys/Hobbies	EUR	3375	10	Wed	7.38	19.68	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	NO	SI
Clothing/Accessories	EUR	4153	10	Sat	3.68909	40.58	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Automotive	US	351	3	Fri	9.95	9.95	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	2286	7	Mon	9.95	9.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	2286	7	Mon	9.95	9.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Music/Movie/Game	US	2286	7	Mon	9.95	9.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
SportingGoods	US	5180	7	Fri	9.95	9.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Coins/Stamps	US	5564	7	Mon	9.95	9.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	25433	7	Sat	9.95	9.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	US	25433	7	Sat	9.95	9.95	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Clothing/Accessories	EUR	1365	10	Sun	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Tue	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Wed	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Wed	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Wed	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Thu	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Thu	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Thu	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Thu	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Clothing/Accessories	EUR	1365	10	Thu	12.24	12.24	0	NO	_NA_	_5_10.00	_NA_	_NA_	_1_0.00	SI	SI
Automotive	US	18	3	Sat	9.99	9.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	626	3	Sun	9.99	9.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	US	2169	3	Sun	9.99	9.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Home/Garden	US	2169	3	Sun	9.99	9.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	US	30594	3	Sun	9.99	9.99	0	NO	_NA_	_2_3.00	_NA_	_NA_	_1_0.00	SI	SI
Music/Movie/Game	US	133	5	Sun	9.99	9.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Jewelry	EUR	942	5	Sun	12.29	12.29	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Automotive	US	957	5	Tue	9.99	9.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	NO	NO
Home/Garden	US	1127	5	Mon	9.99	9.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	1265	5	Mon	9.99	9.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Computer	US	1405	5	Mon	9.99	9.99	0	NO	_NA_	_3_5.00	_NA_	_NA_	_1_0.00	SI	SI
Electronics	EUR	65	7	Thu	12.29	12.29	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
SportingGoods	US	216	7	Sat	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Pottery/Glass	US	541	7	Sun	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Automotive	US	688	7	Sat	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
EverythingElse	US	814	7	Mon	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
EverythingElse	US	814	7	Mon	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
EverythingElse	US	814	7	Mon	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Collectibles	US	985	7	Sun	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Collectibles	US	1256	7	Sun	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	SI	SI
Books	US	1256	7	Sun	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
Toys/Hobbies	US	1375	7	Sat	9.99	9.99	0	NO	_NA_	_4_7.00	_NA_	_NA_	_1_0.00	NO	NO
