Cod_Sexo,EstCivil,Carrera,Edad,ALG_GEO_ANALITICA_I,ALG_GEO_ANALITICA_II,ANALISIS_MAT_I,ANALISIS_MAT_II,COMPUTACION_NIV_I,ELEMENTOS_PROG_I,MAT_DISCRETA,QUIMICA_GRAL,TECN_ING_SOC,SIST_REP,INGLES_TECN_I,FISICA_I,TICs,Situacion
1,1,201,18,[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],NO_ABANDONO
2,1,207,18,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,18,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Final Ausente],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,203,18,[Cursada Promocionada],[Cursada Aprobada],[Cursada Ausente],[Cursada Aprobada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,201,18,[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Final Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,202,18,[Cursada Reprobada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Aprobada],ABANDONO
1,1,201,18,[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,18,[Cursada Reprobada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Reprobada],ABANDONO
1,1,202,18,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,202,18,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,201,18,[Cursada Reprobada],[Cursada Reprobada],[Final Reprobada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,203,18,[Final Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,201,18,[Cursada Aprobada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,18,[Cursada Promocionada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Aprobada],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],[Cursada Aprobada],NO_ABANDONO
1,1,201,18,[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,18,[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Final Aprobada],[Cursada Ausente],[Cursada Ausente],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Final Aprobada],NO_ABANDONO
1,1,201,18,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,203,18,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
2,1,201,18,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
2,1,203,18,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,201,18,[Cursada Aprobada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[Final Aprobada],[Cursada Ausente],[Final Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],NO_ABANDONO
1,1,201,18,[Final Ausente],[Cursada Aprobada],[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Reprobada],NO_ABANDONO
1,1,207,20,[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,207,20,[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Final Ausente],[Cursada Promocionada],[No_Cursada],[Final Aprobada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,21,[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,207,22,[Cursada Aprobada],[Cursada Reprobada],[Cursada Ausente],[Final Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Final Ausente],[Final Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Final Ausente],NO_ABANDONO
1,1,207,83,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,207,23,[Final Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,207,21,[Cursada Aprobada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,18,[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Final Ausente],[Cursada Promocionada],NO_ABANDONO
1,1,201,18,[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,18,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Aprobada],NO_ABANDONO
1,1,201,19,[Cursada Reprobada],[Cursada Aprobada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Final Aprobada],NO_ABANDONO
2,1,201,21,[Cursada Promocionada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,0,202,60,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Final Ausente],[Cursada Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,202,23,[Cursada Aprobada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,207,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,25,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Reprobada],ABANDONO
1,1,201,19,[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,202,18,[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],[Cursada Promocionada],[Final Reprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,201,26,[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Final Ausente],NO_ABANDONO
1,1,202,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,207,21,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,19,[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Final Reprobada],[Cursada Ausente],[Cursada Ausente],[Final Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],ABANDONO
1,1,201,21,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Final Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,18,[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,22,[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Reprobada],[Final Reprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Final Reprobada],NO_ABANDONO
1,1,202,18,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,202,23,[Final Reprobada],[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Final Aprobada],NO_ABANDONO
1,1,202,19,[Final Aprobada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Reprobada],NO_ABANDONO
2,1,203,20,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Final Ausente],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,20,[Final Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,203,22,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
2,1,203,20,[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
2,1,201,18,[Cursada Promocionada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Final Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],NO_ABANDONO
1,1,201,18,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,21,[Cursada Aprobada],[Cursada Ausente],[Final Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,2,201,49,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,2,203,49,[Cursada Aprobada],[No_Cursada],[Cursada Aprobada],[No_Cursada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
2,2,201,43,[Cursada Reprobada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,4,201,43,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Reprobada],[Final Reprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,5,207,41,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,2,203,41,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,5,201,40,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Final Ausente],ABANDONO
1,2,203,40,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,2,203,37,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],NO_ABANDONO
1,3,202,36,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Final Reprobada],[Cursada Aprobada],[No_Cursada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,36,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,207,36,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],ABANDONO
1,1,207,35,[Cursada Reprobada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,202,34,[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],NO_ABANDONO
1,1,201,33,[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,32,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,201,32,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
2,1,203,32,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],NO_ABANDONO
2,1,203,32,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Ausente],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,202,32,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,3,202,32,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,202,32,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,207,31,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],NO_ABANDONO
1,1,203,31,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,201,32,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,31,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
2,5,207,31,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],ABANDONO
1,1,201,31,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,203,30,[Cursada Promocionada],[No_Cursada],[Final Ausente],[No_Cursada],[No_Cursada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Final Ausente],NO_ABANDONO
1,1,203,30,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],NO_ABANDONO
1,1,202,30,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],NO_ABANDONO
1,1,203,30,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,30,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,30,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,5,207,29,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,2,201,29,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
